"Kyra Sedgwick","English, distant Dutch, Scottish, and German (father)*Ashkenazi Jewish (mother)"
"LL Cool J","African-American"
"Loren Dean","Serbian (father)*Ashkenazi Jewish (mother)"
"Lorenzo James Henrie","English, German, Swiss-German, Welsh (father)*Italian/Sicilian (mother)"
"Loretta Devine","African-American"
"Lori Alan","Ashkenazi Jewish (father)*English, Irish (mother)"
"Lorraine Bracco","Italian (father)*English, distant French (mother)"
"Lou Ferrigno","Italian"
"Lou Taylor Pucci","Italian, Danish, likely other"
"Louis C.K.","25% Hungarian Jewish*25% Mexican [including Spanish and Indigenous]*50% mix of Irish, German, and English"
"Louis Ozawa Changchien","Taiwanese (father)*Japanese (mother)"
"Louisa Krause","Japanese (one quarter), German, English, possibly other"
"","Luo Kenyan"
"Lusia Strus","Ukrainian"
"Lymari Nadal","Puerto Rican"
"Lyndsy Fonseca","75% Portuguese (including Azorean)*25% mix of English and German"
"Lynn Collins","English, Scots-Irish (Northern Irish), Irish"
"Lynn Redgrave","English"
"Lynn Whitfield","African-American, Louisiana Creole [African, French]"
"M. Emmet Walsh","Irish"
"M. Night Shyamalan","Malayali and Tamil Indian"
"Mackenzie Aladjem","Ashkenazi Jewish"
"Mackenzie Foy","British Isles, possibly other"
"MacKenzie Mauzy","English, German, Scottish"
"Macy Gray","African-American"
"Madeleine Stowe","Dutch, German, English (father)*Spanish/Spanish-Costa Rican, one quarter German (mother)"
"Madisen Beaty","Irish"
"Madison Pettis","African-American (father)*Irish, French, Italian (mother)"
"Madonna","Italian (father)*French-Canadian, with some remote Swiss-French and English, and extremely remote Spanish (mother)"
"Mads Mikkelsen","Danish"
"Mae Whitman","English, German, possibly other"
"Magda Szubanski","Polish (father)*Irish, Scottish (mother)"
"Mageina Tovah","Norwegian (paternal grandfather)*English, German (paternal grandmother)*Ashkenazi Jewish (mother)"
"Maggie Cheung","Chinese"
"Maggie Gyllenhaal","Swedish, English, Swiss-German, German, distant Welsh and French (father)*Ashkenazi Jewish (mother)"
"Maggie Q","Irish, Polish, French (father)*Vietnamese (mother)"
"Maggie Siff","Ashkenazi Jewish (father)*Irish, Swedish (mother)"
"Maggie Smith","English, Scottish"
"Mahershala Ali","African-American"
"Maika Monroe","English, Irish, Scottish, 1/16th Icelandic, possibly other"
"Majel Barrett","Bohemian/Czech, possibly other (father)*German, small amount of English (mother)"
"Malcolm McDowell","English, Scottish and/or Irish"
"Malese Jow","Chinese (father)*English, Scottish, possibly other (mother)"
"Mandy Patinkin","Ashkenazi Jewish"
"Marc Anthony","Puerto Rican"
"Marc Blucas","25% Polish*25% Slovak*25% mix of English and Scottish*25% Serbian"
"Marc Singer","Ashkenazi Jewish (father)*English, some Scottish, distant German (mother, who likely converted to Judaism)"
"Marcella Lentz-Pope","Polish (paternal grandmother), English, Irish, possibly German"
"Marcia Gay Harden","English, some Scottish and Irish"
"Marg Helgenberger","German, Irish"
"Margaret Cho","Korean"
"Margarita Levieva","Russian Jewish"
"Margo Martindale","English, some Scottish and Welsh"
"Margot Robbie","Scottish, possibly German"
"Marguerite Moreau","Swiss-German (paternal grandmother), English, Irish, French-Canadian, 1/8 Italian"
"Maria Bello","Italian (father)*Polish (mother)"
"Maria Dizzia","Italian, Lithuanian, other"
"Maria Menounos","Greek"
"Mariah Carey","Cuban/Afro-Cuban, African-American (father)*Irish (mother)"
"Marian Seldes","Ashkenazi Jewish (father)*English, possibly other (mother)"
"Marie Avgeropoulos","Greek, possibly other"
"Marina Sirtis","Greek"
"Mario Cantone","Italian"
"Mario Van Peebles","African-American (father)*German (mother)"
"Marion Cotillard","Breton, French"
"Marisa Berenson","Ashkenazi Jewish (father)*Swiss-French, Breton, Polish (maternal grandfather)*Italian (maternal grandmother)"
"Marisa Tomei","Italian (Tuscan, Calabrian, Campanian, Sicilian)"
"Mariska Hargitay","Hungarian (father)*English, Cornish, one eighth German (mother)"
"Marisol Nichols","Mexican/Spanish-Mexican (mother)*likely Ashkenazi Jewish (father)"
"Marissa Jaret Winokur","Ashkenazi Jewish"
"Mark Boone Junior","German, some Scottish and English"
"Mark Dacascos","Filipino, Spanish, Chinese (father)*Irish, Japanese (mother)"
"Mark Duplass","Italian/Sicilian (maternal grandmother), Cajun French, German, Swiss-German, about 1/16th Ashkenazi Jewish"
"Mark Gatiss","English, Irish"
"Mark Hamill","Swedish (maternal grandfather), English, Irish, Scottish, Welsh"
"Mark Harelik","Ashkenazi Jewish"
"Mark Harmon","50% Austrian*37.5% Irish*12.5% Alsatian (mix of German and French)"
"Mark Ivanir","Ashkenazi Jewish"
"Mark Margolis","Ashkenazi Jewish"
"Mark Pellegrino","Italian, Russian, possibly other (father)*Swedish, as well as Scottish, Irish, and English (mother)"
"Mark Ruffalo","75% Italian*25% French/French-Canadian"
"Mark Rylance","English, Irish"
"Mark Strong","Italian (father)*Austrian (mother)"
"Mark Wahlberg","59.375% Irish*25% Swedish*6.25% English*6.25% French-Canadian*3.125% Scottish"
"Mark Webber","German, French, Finnish, Swedish"
"Mark-Paul Gosselaar","Dutch Jewish, German, Dutch, Indonesian"
"Marko Zaror","Chilean (likely Palestinian)"
"Marley Shelton","Norwegian (maternal grandfather), English, some Scottish, Scots-Irish (Northern Irish)"
"Marlon Brando","English, Irish, German, Dutch, French Huguenot, Welsh, Scottish"
"Marlon Wayans","African-American"
"Martha Plimpton","English, along with small amounts of Ashkenazi Jewish, Danish, German, Swiss-German, distant Irish, Scottish, Dutch"
"Martin Balsam","Ashkenazi Jewish"
"Martin Freeman","English, Irish"
"Martin Henderson","Scottish, possibly other"
"Martin Klebba","Polish, British Isles"
"Martin Landau","Ashkenazi Jewish"
"Martin Lawrence","African-American"
"Martin Scorsese","Sicilian (Italian)"
"Martin Sheen","Galician Spanish (father)*Irish (mother)"
"Martin Short","Irish (father)*Irish, English (mother)"
"Martin Starr","37.5% German*25% Slovak, with possibly some Hungarian*12.5% mix of English and Scots-Irish/Northern Irish*12.5% Bohemian/Czech*12.5% Polish"
"Marton Csokas","Hungarian (father)*English, Irish, Danish (mother)"
"Mary Beth Hurt","German, English, small amounts of Welsh, Irish, and Scottish"
"Mary Elizabeth Mastrantonio","Italian"
"Mary Elizabeth Winstead","English"
"Mary Kay Place","English, 1/8th Swedish, 1/8th Polish, some Scottish, Welsh, Dutch, and German"
"Mary Lynn Rajskub","Czech, Polish, Irish"
"Mary McDonnell","Irish"
"Mary Steenburgen","English, Scottish, Welsh, distant Dutch"
"Mary Tyler Moore","English, smaller amounts of Irish and German"
"Mary-Kate Olsen","Norwegian, English, German, 1/8th Italian, distant French"
"Mathilda May","Greek Jewish, Turkish Jewish (father)*Swedish (mother)"
"Matias Varela","Spanish"
"Matt Besser",""
"Matt Czuchry","Ukrainian, English, Czech, German, Scottish (father)*English, Irish, Scottish (mother)"
"Matt Damon","English, Scottish, distant Welsh (father)*Finnish, Swedish, distant Norwegian (mother)"
"Matt Dillon","87.5% Irish*12.5% mix of German, Scottish, and Irish"
"Matt Lanter","Polish, English, Austrian, Scottish, German, with distant Irish and Ashkenazi Jewish-Sephardi Jewish"
"Matt LeBlanc","French-Canadian, with very remote Swiss/Spanish/Italian/Portuguese (father)*Italian (mother)"
"Matt Letscher","German, Irish, English"
"Matt Long","English, Scottish"
"Matt Lucas","Ashkenazi Jewish"
"Matt Schulze","Osage, German"
"Matt Smith","English"
"Matt Stone","Irish (father)*Ashkenazi Jewish (mother)"
"Matt Walsh","Irish (father)*Slovenian, as well as English, Scots-Irish/Northern Irish, Scottish, Dutch, 1/1024th African (mother)"
"Matthew Broderick","Irish, one quarter English (father)*Ashkenazi Jewish (mother)"
"Matthew Del Negro","Italian"
"Matthew Fox","Italian (maternal grandfather), English, along with Irish, and more distant Scottish and Swedish"
"Matthew Glave","25% German*25% Polish*25% Swiss-German*25% Hungarian"
"Matthew Goode","English"
"Matthew Gray Gubler","Swiss-German, German, English, Irish, Manx, Scottish, Dutch"
"Matthew Lillard","English, Irish, possibly other"
"Matthew Macfadyen","Scottish, Welsh"
"Matthew McConaughey","Irish, English, Scottish, 1/8th German, 1/16th Swedish, remote Welsh"
"Matthew Modine","English, 1/8th Swedish, some Scottish, German, distant Dutch"
"Matthew Perry","French-Canadian, English, Irish, German, Swiss-German"
"Maura Tierney","Irish"
"","Irish, Scottish, English"
"Max Casella","Ashkenazi Jewish (father)*Italian (mother)"
"Max Greenfield","Ashkenazi Jewish"
"Max Irons","English, Irish, distant Scottish"
"Max Martini","Italian (father)*Irish (mother)"
"Max Minghella","50% Italian*28.125% Chinese*6.25% Sephardi Jewish*6.25% Parsi Indian*3.125% English*3.125% Irish*3.125% Swedish"
"Max Records","English, German, Scottish, possibly Norwegian"
"Max Thieriot","German, English, Norwegian, Danish, Irish, Dutch Jewish, French Jewish, Scottish, Northern Irish"
"Maximilian Schell","Swiss-German, Austrian"
"Maya Angelou","African-American, likely 1/8th Irish"
"Maya Rudolph","Ashkenazi Jewish (father)*African-American (mother)"
"Meagan Good","Afro-Barbadian, African-American, Puerto Rican (father)*African-American, Louisiana Creole, possibly Cherokee Native American and Jewish (mother)"
"Meat Loaf",""
"Meg Ryan","25% Rusyn/Ruthenian*25% Polish*37.5% Irish [approximate]*12.5% German"
"Megan Boone","German, English, some Scottish and Dutch, 1/16th Ashkenazi Jewish"
"Megan Fox","English, as well as small amounts of Scottish, German, Scots-Irish/Northern Irish, distant French and Welsh, possibly 1/256th Powhatan Native American"
"Megan Mullally","English, Irish, small amounts of German and Welsh, remote Scottish and French"
"Meghan Markle",""
"Meilani Paul","English, Polish, Filipino, possibly other"
"Mel Gibson","87.5% Irish*12.5% mix of English, Scots-Irish/Northern Irish, Scottish, and Welsh"
"Melanie Griffith","English, as well as Welsh, Scots-Irish/Northern Irish, Irish, and Scottish (father)*Swedish, German, Norwegian (mother)"
"Melanie Lynskey","Irish/British Isles"
"Melanie Mayron","Sephardi Jewish (father)*Ashkenazi Jewish (mother)"
"Melanie Scrofano","Italian/Sicilian, French-Canadian"
"Melina Kanakaredes","Greek"
"Melissa George",""
"Melissa Joan Hart","25% Slovenian*12.5% Ashkenazi Jewish*12.5% German*50% Irish, possibly other"
"Melissa Leo","German, English, distant Scottish"
"Melissa McCarthy","69% Irish*19% German*12% English"
"Melissa Ordway","English, French-Canadian, Irish, Scottish"
"Melonie Diaz","Puerto Rican"
"Melora Hardin","English, Scottish, German, Cajun French, distant Dutch"
"Mena Suvari","Estonian (father)*English, German (maternal grandfather)*Greek (maternal grandmother)"
"Mercedes Ruehl","62.5% Irish*25% Cuban*12.5% German"
"Meredith Salenger","Ashkenazi Jewish"
"Meryl Streep","German, including Swiss-German (father)*English, German, Irish, Scots-Irish/Northern Irish, Scottish, remote French and Swedish (mother)"
"Meta Golding","Haitian (mother)*publicly unknown (father)"
"Method Man","African-American"
"Mia Farrow","English (father)*Irish, Scottish, English (mother)"
"Mia Kirshner","Polish Jewish, Bulgarian Jewish"
"Mia Tyler","Armenian (one quarter), as well as 1/8th Italian, 1/8th German, 1/8th Polish, English, about 1/128th African-American, distant Welsh"
"Mia Wasikowska","English (father)*Polish (mother)"
"Michael Angarano","Italian, some Sephardi Jewish"
"Michael B. Jordan","African-American"
"Michael Bacall","Italian (including Sicilian)"
"Michael Badalucco","Sicilian Italian"
"Michael Benyaer","Sephardi Jewish (father)*Ashkenazi Jewish (mother)"
"Michael Berryman","English, Cornish, Scots-Irish/Northern Irish, German, Swedish, Bohemian/Czech"
"Michael Biehn","German, English, Irish, Scottish, 1/16th Bohemian (Czech), distant Welsh"
"Michael Bowen","Welsh (father)*Ashkenazi Jewish, Danish, German, Swiss-German (mother)"
"Michael C. Hall","English, distant Irish"
"Michael Caine","English, some Irish"
"Michael Cavadias","Greek (father)*Irish, Welsh, English, 1/4 Czech/Bohemian (mother)"
"Michael Cera","Sicilian-Italian (father)*English, Irish, Scottish, Dutch (mother)"
"Michael Cerveris","Italian (father)*English (mother)"
"Michael Chernus","Hungarian, German (father)"
"Michael Chiklis","75% Greek*12.5% English*12.5% Irish"
"Michael Clarke Duncan","African-American"
"Michael Cudlitz","Ashkenazi Jewish (father)*possibly Irish (mother)"
"Michael Dorn","African-American"
"Michael Douglas","Ashkenazi Jewish (father)*English, Irish, Welsh, Dutch, Scottish, Belgian, French (mother)"
"Michael Ealy","African-American"
"Michael Emerson","German, English, Irish (father)*Danish, Czech (mother)"
"Michael Esper","40.625% German*25% Syrian*25% Italian*9.375% English"
"Michael Fassbender","German (father)*Irish (mother)"
"Michael Gladis",""
"Michael Gross","English, German, Irish"
"Michael Ian Black","Ashkenazi Jewish"
"Michael Imperioli","Italian"
"Michael Irby","African-American (father)*Mexican (mother)"
"Michael J. Fox","Irish, English, Scottish"
"Michael Jackson","African-American"
"Michael Jai White","African-American"
"Michael Keaton","German, English, Scottish, Scots-Irish/Northern Irish (father)*Irish (mother)"
"Michael Kelly","Irish (father)*Italian (mother)"
"Michael Landes","Italian, Hungarian, possibly other"
"Michael Madsen","Danish (father)*Irish, English, Scottish, German (mother)"
"Michael McKean","English, Scottish, Irish, some German and Dutch"
"Michael Moore","Irish, with English and Scottish"
"Michael Nouri","Iraqi (father)*Irish, possibly other (mother)"
"Michael Nyqvist","Swedish, Italian"
"","Irish, some French-Canadian"
"Michael Palin","English, as well as 1/8th Irish, possibly some Scottish"
"Michael Papajohn","Greek"
"Michael Parks","English, some Irish and Scottish, remote German, Dutch and French"
"Michael Paul Chan","Chinese"
"Michael Pitt","75% British Isles (English and Irish)*25% Italian"
"Michael Rapaport","Ashkenazi Jewish"
"Michael Rispoli","Italian"
"Michael Rooker","English, some Irish, Scottish, and Scots-Irish/Northern Irish"
"Michael Shannon","German, English, Irish, Scottish"
"Michael Sheen","Welsh, as well as some English and Irish"
"Michael Showalter","English, some German, distant French (father)*Ashkenazi Jewish (mother)"
"Michael Stuhlbarg","Ashkenazi Jewish"
"Michael Vartan","75% Ashkenazi Jewish*12.5% Armenian*12.5% Bulgarian"
"Michael Welch","Irish and/or English (father)*Ashkenazi Jewish (mother)"
"Michael Weston","Ashkenazi Jewish, Polish (father)*English, possibly other (mother)"
"Michael Wincott","English, possibly Scottish (father)*Italian (mother)"
"Michael Zegen","Ashkenazi Jewish"
"Michaela Watkins","Ashkenazi Jewish"
"Michelle Ang","Chinese Malaysian"
"Michelle Forbes","Mexican, English, possibly other"
"Michelle Monaghan","50% Irish*40.625% German*6.25% English (approximately)*3.125% Swiss-German"
"Michelle Pfeiffer","25% German*25% Swiss-German*25% Swedish*25% mix of English, Welsh, French, German, Dutch, and Irish"
"Michelle Rodriguez","Puerto Rican (father)*Dominican Republic (mother)"
"Michelle Trachtenberg","Russian-German Jewish"
"Michelle Williams","Norwegian (43.75%), as well as English, German, Danish, Swiss-German, Swedish, Scottish, Welsh"
"Michelle Yeoh","Chinese"
"Michiel Huisman","Dutch"
"Mickey Rooney","Scottish, English"
"Mickey Rourke","Irish, German (father)*French-Canadian, English, small amount of German (mother)"
"Miguel Ferrer","Puerto Rican [Spanish, including Canary Islander, possibly other] (father)*Irish, German, English, smaller amounts of Scottish, Northern Irish/Scots-Irish (mother)"
"Mike Binder","Ashkenazi Jewish"
"Mike Birbiglia",""
"Mike Colter","African-American"
"Mike Epps","African-American"
"Mike Myers","English, small amount of Welsh"
"","Irish"
"Mike Starr","publicly unknown"
"Mike Tyson","African-American, likely Afro-Jamaican"
"Mila Kunis","Ashkenazi Jewish"
"Milana Vayntrub","Ashkenazi Jewish"
"Miles Fisher","Norwegian, English, possibly other"
"Miles Teller","Ashkenazi Jewish (paternal grandfather), Irish, Polish, English, possibly distant French"
"Miley Cyrus","English, along with smaller amounts of Scottish, Irish, Welsh, French, Dutch, German"
"Milla Jovovich","Serbian/Montenegrin-Serbian (father)*Russian (mother)"
"Milo Ventimiglia","Italian/Sicilian (father)*English, Scottish (mother)"
"Mindy Kaling","Indian [Tamil, Bengali]"
"Mindy Sterling","Ashkenazi Jewish"
"Ming-Na Wen","Chinese"
"Minka Kelly","Austrian, German, French, Irish, English, Scottish, Dutch, likely around 1/32 Indonesian"
"Minnie Driver","English, Scottish, Irish"
"Mira Sorvino","Italian (father)*possibly Welsh (mother)"
"Miranda Cosgrove","Irish, English, French, 1/8th Mexican, some degree of German [including Alsatian]"
"Miriam Margolyes","Ashkenazi Jewish"
"Mischa Barton","English, Irish"
"Missi Pyle","English, possibly other"
"Missy Peregrym","Rusyn, English, Scottish, French-Canadian"
"Misty Upham","Blackfoot Native American"
"Mitch Hedberg","25% Swedish*25% Czech*50% German (including German-Austrian)"
"Mitchel Musso","37.5% Italian (including Sicilian)*62.5% English/British Isles"
"","African-American"
"Molly Shannon","Irish"
"Monica Bellucci","Italian"
"Monica Potter","German, English, Scottish, distant French Huguenot/Belgian, remote Swedish (father)*Irish (mother)"
"Monica Raymund","English, Ashkenazi Jewish (father)*Dominican (mother)"
"Montgomery Clift","English, more distant Scottish, Dutch, German, and French"
"Moon Bloodgood","Dutch, English, Welsh, Irish (father)*Korean (mother)"
"Moran Atias","Moroccan Jewish"
"Morena Baccarin","Brazilian (Italian, possibly other)"
"Morgan Freeman","African-American, more distant English"
"Morgan Saylor","Italian, English, German"
"Moritz Bleibtreu","Austrian, as well as 1/16th Czech"
"Morris Chestnut","African-American"
"Nadine Velazquez","Puerto Rican"
"Nancy Cartwright","English, German, Irish"
"Nancy Wilson","Dutch, English, French-Canadian (paternal grandmother), German, Irish, Scottish, Welsh, some Cornish, some French, some Manx, some Scots-Irish/Northern Irish, remote Danish, remote Swedish"
"Naomi Watts","English, Welsh"
"Naomie Harris","Afro-Jamaican, Afro-Trinidadian"
"Nasim Pedrad","Iranian"
"Nat Wolff","Ashkenazi Jewish (father)*English, German, some Scottish, along with 1/256 Portuguese Azorean, and distant Welsh, Jersey/Channel Islander, and French (mother)"
"Natalia Dyer","English, possibly other"
"Natalia Vodianova","Russian, 1/4 Mordvin (either Moksha or Erzya)"
"Natalie Dormer","English, Norwegian, Welsh"
"Natalie Portman","Ashkenazi Jewish"
"Natascha McElhone","English, Irish"
"Natasha Gregson Wagner","Scottish, possibly other (father)*Russian, Ukrainian (mother)"
"Natasha Henstridge","English, possibly other"
"Natasha Leggero","Italian*convert to Judaism"
"Natasha Lyonne","Ashkenazi Jewish"
"Natassia Malthe","Norwegian, Chinese Malaysian"
"Nate Dogg","African-American"
"Nate Parker","African-American"
"Nathan Fillion","French-Canadian, German, Swiss-German, Norwegian, Finnish, Finland-Swedish"
"Nathan Gamble","English, German, possibly other"
"Nathan Kress","German, English, Scots-Irish/Northern Irish, Scottish"
"Nathan Lane","Irish"
"Navi Rawat","Rajput Indian (father)*German (mother)"
"Nazanin Boniadi","Iranian"
"Ne-Yo","African-American, possibly some Chinese"
"Neal McDonough","Irish"
"Neil Flynn","Irish, possibly other"
"Neil Patrick Harris","English, Scottish, German"
"Nelly Furtado","Azorean Portuguese"
"Nestor Carbonell","Cuban (Spanish, Catalan, Basque, possibly other)"
"Neve Campbell","Scottish (father)*Dutch, with some Sephardi Jewish (mother)"
"Nia Long","Afro-Trinidadian, Afro-Granadian, Afro-Barbadian, African-American"
"Nia Vardalos","Greek"
"Nichelle Nichols","African-American, as well as 1/8th Irish"
"Nicholas Braun","German, English, Scottish, some Dutch, remote French"
"Nicholas Brendon","German, French, English"
"","50% Italian, including Sicilian*25% Dutch*12.5% Norwegian*12.5% mix of English, Scottish, and Alsatian German"
"Nicholas Hoult","English"
"Nicholas Turturro","Italian"
"Nick Carter","English, German, Scottish, Welsh, Irish, Scots-Irish/Northern Irish, possibly remote French-Canadian"
"Nick Cassavetes","Greek (father)*English, Welsh (mother)"
"Nick E. Tarabay","Lebanese"
"Nick Eversman","German (father)*German, English, some Scots-Irish (Northern Irish) (mother)"
"Nick Krause","German (father)*English, distant Scottish (mother)"
"Nick Kroll","Ashkenazi Jewish"
"Nick Nolte","German, English, Scottish, Northern Irish, Scots-Irish, Swiss-German"
"Nick Offerman","German, Swiss-German, English, Irish, distant Welsh, remote French, Scottish, and Jersey [Channel Islander]"
"Nick Stahl","German, English"
"Nick Swardson","Swedish, Scottish, Norwegian, German"
"Nick Thune","Norwegian, French"
"Nicky Katt","Swedish, English, some Scottish (father)*German (mother)"
"Nico Tortorella","75% Italian*12.5% German*12.5% mix of English and Irish"
"Nicolas Cage","50% Italian*25% Polish*18.75% German*6.25% British Isles (English, Scottish)"
"Nicole Ari Parker","African-American"
"Nicole Beharie","African-American, Afro-Caribbean"
"Nicole Kidman","English, Scottish, Irish"
"Nicole Scherzinger","Filipino (father)*Native Hawaiian, Ukrainian, possibly other (mother)"
"Niecy Nash","African-American"
"Nikki Reed","3/4 Ashkenazi Jewish, 1/4 German (father)*English, 1/4 Italian, Scottish, Scots-Irish/Northern Irish, German, Swiss-German, distant Welsh and French (mother)"
"Nikolaj Coster-Waldau","Danish, some Swedish"
"Nina Arianda","Ukrainian"
"Nina Dobrev","Bulgarian"
"Noah Emmerich","Ashkenazi Jewish"
"Noah Munck","Hungarian, German, Bohemian (Czech), English"
"Noah Segan","Ashkenazi Jewish"
"Noah Wyle","Ashkenazi Jewish (father)*German, English, Irish, Scottish, Scots-Irish/Northern Irish, distant Welsh, Dutch, and French (mother)"
"Noble Willingham","English, Scottish, Irish, distant French"
"Noel Clarke","Afro-Trinidadian"
"Noel Gugliemi","Italian (father), Mexican (mother)"
"Nona Gaye","African-American"
"Noomi Rapace","Spanish, possibly Romani (father)*Swedish (mother)"
"Nora Dunn","Irish, English, Scottish, German"
"Norah Jones","Bengali Indian (father)*English, Scottish, Scots-Irish/Northern Irish (mother)"
"Norm Macdonald","Scottish, English"
"Norman Reedus","Italian/Sicilian (paternal grandmother), English, Scots-Irish/Northern Irish, Scottish"
"Noureen DeWulf","Marathi Indian"
"Octavia Spencer","African-American"
"Oded Fehr","Ashkenazi Jewish"
"Odeya Rush","Ashkenazi Jewish"
"Olga Fonda","Russian"
"Olga Kurylenko","Ukrainian, Belarusian, Russian, possibly some Polish"
"Oliver Jackson-Cohen","Jewish (father), English (mother)"
"Oliver Platt","English (mostly), with small amounts of Irish, Dutch, and French"
"Oliver Reed","English, small amount of German, Lithuanian, and Dutch"
"Oliver Stone","Ashkenazi Jewish (father)*French (mother)"
"Olivia Munn","English, distant Scottish and German (father)*Chinese (mother)"
"Olivia Thirlby","Ashkenazi Jewish (mother)*possibly English (father)"
"Olivia Wilde","English, Scottish, Northern Irish, Irish, German, Manx, 1/64th Sephardi Jewish"
"Omar Epps","African-American"
"Omar Sy","Senegalese, Mauritanian, Fula"
"Omid Djalili","Iranian"
"Ophelia Lovibond","English"
"Oprah Winfrey","African-American [including Kpelle, Bamileke, and Zambian]"
"Orlando Bloom","English"
"Orlando Jones","African-American"
"Ornella Muti","Italian (father)*Baltic German (mother)"
"Oscar Isaac","Cuban, Guatemalan, French"
"Oscar Nunez","Cuban"
"Ossie Davis","African-American"
"Owen Wilson","Irish"
"Ozzy Osbourne","English"
"P. J. Byrne","Irish, Italian"
"Portia Doubleday","German, English"
"Powers Boothe","English, some Scots-Irish/Northern Irish, distant German and Dutch"
"Pras","Haitian"
"Queen Latifah","African-American"
"Quentin Tarantino","Italian/Sicilian (father)*English, Irish (mother)"
"Sacha Baron Cohen","Ashkenazi Jewish"
"Sally Field","English, Irish, German, small amount of Dutch"
"Sally Hawkins","Irish, English"
"Sally Phillips","English"
"Salma Hayek","Lebanese (father)*Mexican [Spanish, possibly other] (mother)"
"Sam Claflin","English, 1/16th French-Canadian, distant Scottish, Irish, and Welsh"
"Sam Elliott","English, Scottish, distant Swiss and Dutch"
"Sam Huntington","English, Scottish, Italian"
"Sam Jaeger","German, English, Scots-Irish/Northern Irish (father)*German (mother)"
"Sam Neill","English, Anglo-Irish (Northern Irish), Irish"
"Sam Raimi","Ashkenazi Jewish"
"Sam Richardson","African-American (father)*Ghanaian (mother)"
"Sam Riley","English, possibly some Irish"
"Sam Rockwell","German, Irish, English, distant Dutch"
"Sam Shepard","English, some Scottish, remote Irish"
"Sam Spruell","Scottish, English"
"Sam Waterston","English, Scottish"
"Sam Worthington","English"
"Samantha Mathis","Austrian (mother)*possibly English (father)"
"Samantha Morton","English, Polish"
"Samantha Mumba","Zambian (father)*Irish (mother)"
"Samm Levine","Ashkenazi Jewish"
"Samuel L. Jackson","African-American, likely some English"
"Samuel West","English, some Irish"
"Sanaa Lathan","African-American"
"Sandra Bernhard","Ashkenazi Jewish"
"Sandra Bullock","English, Irish, German, Swiss-German, French (father)*German (mother)"
"Sandra Oh","Korean"
"Sandra Vergara","Colombian (Spanish [Andalusian, Asturian, Canary Islander, Cantabrian, Castilian, Extremaduran, Leonese, Valencian], Basque, Galician, possibly Catalan, remote Indigenous [Muisca]), at least 1/16th Venezuelan, small amounts of French, Italian (including Venetian), Quechua (Indigenous Peruvian and Indigenous Ecuadorian), and Portuguese (including Azorean)"
"Sandrine Holt","Chinese (father)*French (mother)"
"Saoirse Ronan","Irish"
"Sara Gilbert","Ashkenazi Jewish"
"Sara Paxton","Irish, Scottish, English, very distant French (father, who converted to Judaism)*Mexican [Spanish and Dutch Jewish, some German and Chilean] (mother, who was born into the Jewish faith)"
"Sara Rue","Ashkenazi Jewish (father)*English, some Scottish (mother)"
"Sarah Hay","English, possibly other (father)*Ashkenazi Jewish (mother)"
"Sarah Hyland","Irish, English, Scottish, Welsh, Dutch, German, remote Jersey [Channel Islander]"
"Sarah Jessica Parker","Ashkenazi Jewish (father)*German, some French and English (mother)"
"Sarah Michelle Gellar","Ashkenazi Jewish"
"Sarah Paulson","English, 1/8th Danish, Scottish, some German, French, and Welsh"
"Sarah Polley","Scottish, Northern Irish (mother)*Ashkenazi Jewish (biological father)"
"Sarah Roemer","English, German, some Scots-Irish (Northern Irish) and Scottish"
"Sarah Shahi","75% Iranian*25% Spanish"
"Sarah Silverman","Ashkenazi Jewish"
"Sarah Steele","English, 1/8th Bohemian/Czech, Scottish, Welsh, German, 1/64th Polish"
"Sarah Wright","English, Irish, Scottish"
"Sasha Alexander","Serbian"
"Sasha Barrese","Russian (mother)*English, with some German, Swiss-German, Scottish, Irish, and Welsh (father)"
"Sasha Pieterse","Afrikaner (Dutch, possibly other)"
"Sasha Roiz","Ashkenazi Jewish"
"Satya Bhabha","Parsi Indian (father)*Ashkenazi Jewish (mother)"
"Saul Rubinek","Ashkenazi Jewish"
"Scarlett Johansson","Danish, Swedish (father)*Ashkenazi Jewish (mother)"
"Scoot McNairy","English, Scots-Irish/Northern Irish, about one eighth Cajun/French, distant Dutch"
"Scott Adkins","English"
"Scott Adsit","English, Scottish, Swiss-German, German, Scots-Irish (Northern Irish), Dutch, distant Welsh"
"Scott Bakula","German, as well as 1/8th Bohemian (Czech), 1/16th Austrian, English, Scottish"
"Scott Caan","Ashkenazi Jewish (father)*Irish (mother)"
"Scott Eastwood","English, with some German, Irish, Scottish, and distant Dutch, remote Welsh"
"Scott Foley","English, German, Irish, Scottish"
"Scott Glenn","Scots-Irish/Northern Irish/Irish, Scottish, English, some German, remote French*convert to Judaism"
"Scott Porter","German, English, Irish"
"Scott Speedman","Scottish"
"Scott Weinger","Ashkenazi Jewish"
"Scott Wolf","Ashkenazi Jewish"
"Scottie Thompson","English, possibly other"
"Seamus Davey-Fitzpatrick","75%-81.25% Irish*18.75%-25% mix of English, some Scottish, remote Dutch"
"Sean Bean","English"
"Sean Combs","African-American"
"Sean Connery","Scottish, Irish"
"Sean Cronin","Irish, Spanish, Welsh (father)*English, Italian/Sicilian (mother)"
"Sean Faris","English, along with some German, Scottish, and Irish"
"Sean Gunn","Irish"
"Sean Hayes","Irish, some German and Austrian"
"Sean Patrick Flanery","Cajun (French/French-Canadian), Irish, German, English"
"Sean Patrick Thomas","Afro-Guyanese"
