title,review_score,poster,imdbID,reviews
Master and Commander: The Far Side of the World,7.4,https://ia.media-imdb.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg,tt0311113,[]
The Matrix,8.7,https://ia.media-imdb.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0133093,"['The Martix is a great example of a movie that will live for ever or a very log time. The story and concept are out of this world. Keanu Reeves plays his role with utter brilliance, the cast was very well put together and the graphics are still to this day amazing. All in all one of the best movies of all time.', 'Get this: what if all we know as reality was, in fact, virtual reality? Reality itself is a ravaged dystopia run by technocrat Artificial Intelligence where humankind vegetates in billions of gloop-filled tanks - mere battery packs for the machineworld - being fed this late \'90s VR (known as The Matrix - you with us here?) through an ugly great cable stuck in the back of our heads. And what if there was a group of quasi-spiritual rebels infiltrating The Matrix with the sole purpose of crashing the ruddy great mainframe and rescuing humans from their unknown purgatory? And, hey, what if Keanu Reeves was their Messiah?\r\n\r\nWhat sounds like some web freak\'s wet dream is, in fact, a dazzlingly nifty slice of sci-fi cool. The Wachowski Brothers (Andy and Larry - last seen dabbling in kinky lesbian noir with the excellent Bound) pulling off something like a million masterstrokes all at once. Taking the imprimatur of the video game, they meld the grungy noir of Blade Runner, the hyperkinetic energies of chopsocky, John Woo hardware and grandiose spiritual overtones into William Gibson\'s cyberpunk ethos to produce a new aesthetic for the millennium powered to the thudding beat of techno. And it is just incredible fun. The key is the technique of ""flo-mo"", a process born from Japanese animation, whereby an object in motion is seemingly frozen while the camera miraculously spins around it as if time and gravity are on hold. It grants the action (including some killer kung fu which Reeves and crew spent months perfecting) liberty to take on surreal visual highs. Superhuman feats permissible, of course, in the context of VR as the rebels download Herculean ""talents"" to fuel their subterfuge. Meanwhile, the audience can only gawp longingly, with its jaws thunking to the cinema floor in unison, as the heroes wrapped in skintight leather, sleek shades and designer cheekbones, spin up walls, leap from high rises and slip through streams of bullets in silken slo-mo. Tron this ain\'t.\r\n\r\nImmediately reigniting the moribund cyberpunk genre (the kids can\'t get enough Stateside), this has thrust Reeves from his imploding career back to Speed highs (and laying to rest the hideous ghost of Johnny Mnemonic) and stolen much more of Star Wars\' thunder than was thought humanly possible. For all its loony plot, The Matrix is fabulous.\r\n\r\nSure, the expert Fishburne is depended upon to expound the lion\'s share of the script as seer-like rebel leader Morpheus. Reeves, stunning in his newcast slenderness, as Thomas ""Neo"" Anderson, the hacker turned hope for all mankind (care of some ill-defined mystical calling) is asked little more than perpetual befuddlement. Like Speed, though, this movie plays on his iconic looks rather than his oak-like emoting. There\'s a major find, too, in the irresistible Carrie-Anne Moss, a majestically wrought combination of steely no-shit intelligence and rock-chick vivaciousness as fellow tripper Trinity. And Weaving, cast against type, neutralises his Aussie tones to a freaky deadpan, the head of the MiB-styled defence system set against the Goth invaders.\r\n\r\nAnd sure, three minutes of post-movie deliberation and all this state-of-the-art cyberdevilry is reduced to the purest gobbledygook. That, though, is not the point. The Matrix is about pure experience; it\'s been many a moon since the Empire crew have spilled out of a cinema literally buzzing with the sensation of a movie, babbling frenetically with the sheer excitement of discovery.\r\n\r\nFrom head to tail, the deliciously inventive Wachowskis (watch them skyrocket) have delivered the syntax for a new kind of movie: technically mind-blowing, style merged perfectly with content and just so damn cool, the usher will have to drag you kicking and screaming back into reality. You can bet your bottom dollar George never saw this phantom menace coming.\r\n\r\n\r\nVerdict - The deliciously inventive Wachowskis have delivered the syntax for a new kind of movie: technically mind-blowing, style merged perfectly with content and just so damn cool.\r\n\r\n5/5\r\n\r\n- Ian Nathan, Empire Magazine', ""It was around 2001 that I first watched this film and recently giving it another go, ever since, doesn't change the fact for me that this movie is an timeless piece of filmaking. From the characters to the striking and thought-provoking story, it basically has everything to make an action film a 10/10 in a book.""]"
The Matrix Reloaded,7.2,https://ia.media-imdb.com/images/M/MV5BYzM3OGVkMjMtNDk3NS00NDk5LWJjZjUtYTVkZTIyNmQxNDMxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0234215,"['Commander Lock: ""Not everyone believes what you believe."" Morpheus: ""My beliefs do not require that they do."" Characters are always talking like this in ""The Matrix Reloaded,"" which plays like a collaboration involving a geek, a comic book and the smartest kid in Philosophy 101. Morpheus in particular unreels extended speeches that remind me of Laurence Olivier\'s remarks when he won his honorary Oscar--the speech that had Jon Voight going ""God!"" on TV, but in print turned out to be quasi-Shakespearean doublespeak. The speeches provide not meaning, but the effect of meaning: It sure sounds like those guys are saying some profound things.\r\n\r\nThat will not prevent fanboys from analyzing the philosophy of ""The Matrix Reloaded"" in endless Web postings. Part of the fun is becoming an expert in the deep meaning of shallow pop mythology; there is something refreshingly ironic about becoming an authority on the transient extrusions of mass culture, and Morpheus (Laurence Fishburne) now joins Obi-Wan Kenobi as the Plato of our age.\r\n\r\nI say this not in disapproval, but in amusement. ""The Matrix"" (1999), written and directed by the brothers Andy and Larry Wachowski, inspired so much inflamed pseudo-philosophy that it\'s all ""The Matrix Reloaded"" can do to stay ahead of its followers. It is an immensely skillful sci-fi adventure, combining the usual elements: heroes and villains, special effects and stunts, chases and explosions, romance and oratory. It develops its world with more detail than the first movie was able to afford, gives us our first glimpse of the underground human city of Zion, burrows closer to the heart of the secret of the Matrix, and promotes its hero, Neo, from confused draftee to a Christ figure in training.\r\n\r\nAs we learned in ""The Matrix,"" the Machines need human bodies, millions and millions of them, for their ability to generate electricity. In an astonishing sequence, we saw countless bodies locked in pods around central cores that extended out of sight above and below. The Matrix is the virtual reality that provides the minds of these sleepers with the illusion that they are active and productive. Questions arise, such as, is there no more efficient way to generate power? And why give the humans dreams when they would generate just as much energy if comatose? And why create such a complex virtual world for each and every one of them, when they could all be given the same illusion and be none the wiser? Why is each dreamer himself or herself, occupying the same body in virtual reality as the one asleep in the pod? But never mind. We are grateful that 250,000 humans have escaped from the grid of the Matrix, and gathered to build Zion, which is ""near the Earth\'s core--where there is more heat."" As the movie opens, we are alarmed to learn that the Machines are drilling toward Zion so quickly that they will arrive in 36 hours. We may also wonder if Zion and its free citizens really exist, or if the humans only think so, but that leads to a logical loop ending in madness.\r\n\r\nNeo (Keanu Reeves) has been required to fly, to master martial arts, and to learn that his faith and belief can make things happen. His fights all take place within virtual reality spaces, while he reclines in a chair and is linked to the cyberworld, but he can really be killed, because if the mind thinks it is dead, ""the body is controlled by the mind."" All of the fight sequences, therefore, are logically contests not between physical bodies, but between video game-players, and the Neo in the big fight scenes is actually his avatar.\r\n\r\nThe visionary Morpheus, inspired by the prophecies of the Oracle, instructed Neo--who gained the confidence to leap great distances, to fly and in ""Reloaded"" destroys dozens of clones of Agent Smith (Hugo Weaving) in martial combat. That fight scene is made with the wonders of digital effects and the choreography of the Hong Kong action director Yuen Wo Ping, who also did the fights in ""Crouching Tiger, Hidden Dragon."" It provides one of the three great set pieces in the movie.\r\n\r\nThe second comes when Morpheus returns to Zion and addresses the assembled multitude--an audience that looks like a mosh pit crossed with the underground slaves in ""Metropolis."" After his speech, the citizens dance in a percussion-driven frenzy, which is intercut with Neo and Trinity (Carrie-Anne Moss) having sex. I think their real bodies are having the sex, although you can never be sure.\r\n\r\nThe third sensational sequence is a chase involving cars, motorcycles and trailer trucks, with gloriously choreographed moves including leaps into the air as a truck continues to move underneath. That this scene logically takes place in cyberspace does not diminish its thrilling 14-minute fun ride, although we might wonder--when deadly enemies meet in one of these virtual spaces, who programmed it? (I am sure I will get untold thousands of e-mails explaining it all to me.) I became aware, during the film, that a majority of the major characters were played by African Americans. Neo and Trinity are white, and so is Agent Smith, but consider Morpheus; his superior Commander Lock (Harry Lennix); the beautiful and deadly Niobe (Jada Pinkett Smith), who once loved Morpheus and now is with Lock, although she explains enigmatically that some things never change; the programmer Link (Harold Perrineau); Link\'s wife, Zee (Nona Gaye), who has the obligatory scene where she complains he\'s away from home too much, and the Oracle (the late Gloria Foster, very portentous). From what we can see of the extras, the population of Zion is largely black.\r\n\r\nIt has become commonplace for science fiction epics to feature one or two African-American stars, but we\'ve come a long way since Billy Dee Williams in ""Return of the Jedi."" The Wachowski brothers use so many African Americans, I suspect, not for their box-office appeal, because the Matrix is the star of the movie, and not because they are good actors (which they are), but because to the white teenagers who are the primary audience for this movie, African-Americans embody a cool, a cachet, an authenticy. Morpheus is the power center of the movie, and Neo\'s role is essentially to study under him and absorb his mojo.\r\n\r\nThe film ends with ""To Be Concluded,"" a reminder that the third film in the trilogy arrives in November. Toward the end, there are scenes involving characters who seem pregnant with possibilities for Part 3. One is the Architect (Helmut Bakaltis), who says he designed the Matrix and revises everything Neo thinks he knows about it. Is the Architect a human, or an avatar of the Machines? The thing is, you can never know for sure. He seems to hint that when you strip away one level of false virtual reality, you find another level beneath. Maybe everything so far is several levels up? Stephen Hawking\'s A Brief History of Time tells the story of a cosmologist whose speech is interrupted by a little old lady who informs him that the universe rests on the back of a turtle. ""Ah, yes, madame,"" the scientist replies, ""but what does the turtle rest on?"" The old lady shoots back: ""You can\'t trick me, young man. It\'s nothing but turtles, turtles, turtles, all the way down.""\r\n\r\n3.5/4\r\n\r\n- Roger Ebert']"
Max Payne,5.4,https://ia.media-imdb.com/images/M/MV5BNzM5OTAxYmQtODRkZC00ZGZlLTlhNzYtNzFiODVjMTY4MWU2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt0467197,[]
Mean Streets,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0070379,[]
The Mechanic,6.6,https://ia.media-imdb.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg,tt0472399,"['When Jason Statham is good he is very good. In this movie I think he is very good as the silent, deadly killer for hire. It is a straightforward killer/action/thriller. The story is nothing new but it is a well working story which is nicely executed.\r\n\r\nThe story is, as I wrote above, not very original. Killer for hire finds out that his next target is his mentor and friend. As the professional he is he executes the job anyway but later discoverers that not all is as is should be. Time for revenge. A simple, straightforward and well working story.\r\n\r\nThings are complicated a bit by Bishop taking his friend’s son under his wings. Of course he wants to walk in his fathers footsteps. He is inexperienced but also undisciplined. Something that, not surprisingly, is causing problems.\r\n\r\nI do like that Bishop stays a no bullshit hardass killer throughout the entire movie. No whining or silly emotional outbreaks or breakdowns. I also like the unemotional, silent and deadly impression of a professional assassin the he radiates.\r\n\r\nThere are quite a few fairly well done action scenes in the movie ranging from silent assassinations to the obligatory blow things up scenes. The parts where Bishop and Steves goes after the big bad guy is quite well done with some quite cool stunts without being over the top.\r\n\r\nThe ending was probably the only thing in the movie that was a bit unexpected. Unexpected in a good way that is. I quite liked the little surprise there.\r\n\r\nOverall I as well as my son liked this movie quite a lot. I hope that Mechanic: Resurrection is as good as this one.']"
Meet Joe Black,7.2,https://ia.media-imdb.com/images/M/MV5BNTc0MzRmMTgtMTk4OS00MzdkLWJjNWMtZWJmZjlkYTI0YWRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0119643,[]
Megamind,7.3,https://ia.media-imdb.com/images/M/MV5BMTAzMzI0NTMzNDBeQTJeQWpwZ15BbWU3MDM3NTAyOTM@._V1_SX300.jpg,tt1001526,[]
Memento,8.5,https://ia.media-imdb.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0209144,"[""We all lie to ourselves to be happy.\r\n\r\nIt's not until a film like Memento comes along, or that you personally have to deal with someone close who suffers a form of this subject to hand, that you get jolted to remember just how your memory is such a prized and treasured thing - and crucially that it's one of your key safety devices.\r\n\r\nChristopher and Jonathan Nolan crafted one of the best films of 2000 based on those facets of the human condition. Their protagonist is Leonard Shelby, played with stupendous believability by Guy Pearce, who is suffering from a memory amnesia caused by a trauma to the head as he tried to aide his wife who was raped and murdered. He can remember things before the incident, but anything post that and he can't form a memory. So who can he trust? Does he know any of the few people who appear to be in his life at the present time? He tattoos his body to help him remember, constantly writes notes to keep him alert in his now alien world, while all the time he is on the search for the man who ruined his life.\r\n\r\nChristopher Nolan plants the audience right into Leonard's world. By using a reverse story telling structure it's deliberately complex and ingenious given that it opens with the ending! It has been argued that it's trickery for trickery sake, style over substance, but the way each scene is built upon in the narrative is a thing of high quality, it's all relevant and demands the closest of attention from the viewer, where cheekily we are ourselves asked to form memories of prior narrative passages. Mystery is strong throughout, the characters currently in Leonard's life may have different means and motives, it keeps us alert, with the confusion, lies, manipulations, enigmas and amnesia angles booming with neo-noir vibrancy. And the Nolan's know their noir of course, adding a narrator who is hard to define or trust himself!\r\n\r\nThe reverse structure wasn't new in 2000, but Christopher Nolan picks up the idea and adds new strands to it, simultaneously bringing his visual ticks as David Julyan's musical score shifts from elegiac forebodings to pulse pounding dread, and as evidenced by the darling easter egg option that allows one to watch it in chronological order, it's a damn fine thriller without the reverse trickery anyway. Super. 9/10"", ""Excellent. I can't believe I've finally gotten around to watching all of Christopher Nolan's films (I have 'The Prestige' on DVD, but have yet to see it), but it's been well worth the wait. There are a couple of handful of English-language directors operating right now that I will make sure I watch every single film of, and Nolan has become one of those for me, and rightfully so. A very fine twist on the noir framework."", '‘Memento’ is director Christopher Nolan’s tribute to classic film noir tales of revenge and mystery. By adding a new twist to traditional conventions, Nolan is able to consume and grip the viewer throughout the entire film and for years after. The aspect that differentiates this neo-noir from its competitors today is its jumbled and complex narrative which continually moves backwards in time. The viewers first see the main character complete his revenge murder (a triumphant scene we usually associate with the ending of film noirs). We then begin to see events unfold backwards and the reason for this becomes clear.\r\n\r\nLeonard Shelby (Guy Pearce) and his wife are attacked in their home. His wife is murdered but Guy Pearce is left with a brain condition that disables him from creating anymore short-term memory. Constantly being reminded of the horror of the situation, he is relentlessly spurred on to get his revenge on his wife’s killer. As the viewer progresses through the film, they begin to feel more and more like Lenny. The audience have no idea of what has happened prior to the scene currently showing and so we are left feeling the same confusion as our protagonist. To cope with his condition, he maintains a system of notes, photographs, and tattoos to record information about himself and others, including his wife\'s killer. He is aided in his investigation by ""Teddy"" (Joe Pantoliano) and Natalie (Carrie-Anne Moss), neither of whom he can really trust (both of the latter actors starred together in ‘The Matrix (1999)’ in which Pantoliano was not to be trusted, disorientating the informed viewer more).\r\n\r\nThe film\'s events unfold in two separate, alternating narratives—one in colour, and the other in black and white. Leonard\'s investigation is depicted in five-minute colour sequences that are in reverse chronological order, however, the short black and white scenes are shown in chronological order and show Leonard on the phone to a mysterious stranger having a conversation that the viewers cannot understand (these sequences are more direct references to the film noir genre that Christopher Nolan is embracing). This style of directing makes the audience completely empathise with Leonard’s situation as you never know more than he does, but also it creates huge comedic and emotional moments which rely heavily on the notion of dramatic irony.\r\n\r\nWith Nolan’s use of handheld camera work, an overtone of pink colouring, and sharp editing (the only transition effects in use are occasional fade outs) the viewer is made to feel disorientated and is therefore able to empathise more with Leonard’s character. The original idea was a short story by Nolan’s brother, Jonathan who also helped with the screenplay. The dialogue in the film is its best feature with its insightful, powerful and heart-wrenching speeches about the nature of memory. As we learn how we rely upon memory for our sense of reality, we begin to question reality itself.  The idea of faith and constant references to the bible can make the entire film a metaphor for people’s faith in Christianity or any other religion at that.\r\n\r\n★★★★★']"
The Men Who Stare at Goats,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwOTQwNzg1MV5BMl5BanBnXkFtZTcwODc4MDU4Mg@@._V1_SX300.jpg,tt1234548,[]
Men in Black 3,6.8,https://ia.media-imdb.com/images/M/MV5BMTU2NTYxODcwMF5BMl5BanBnXkFtZTcwNDk1NDY0Nw@@._V1_SX300.jpg,tt1409024,[]
Men in Black,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0119654,"[""Maybe it doesn't hold up as well as you'd hoped, but both leads are actually putting in the effort in this first entry, and _Men in Black_ is still, after all these years, a bit of fun.\r\n\r\n_Final rating:★★★ - I liked it. Would personally recommend you give it a go._""]"
Midnight Cowboy,7.9,https://ia.media-imdb.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,tt0064665,"['**""I\'m walking here! I\'m walking here!"" Shuffling, perhaps.**\r\n\r\n\r\nOne can always count on Hoffman and his ability to absorb the character he is portraying with such ease. He has a knack at portraying that deep, bronchial coughing schtick. When watching, I had to wear a surgical mask - just in case.\r\n\r\nVoight, as usual, is magnificent as the innocent amongst the scum. Watching this wide eyed lone ranger slowly losing the tassels from his jacket is a deeply moving experience.\r\n\r\nA word of warning, you may want to use antibacterial wipes on your tv screen after watching Hoffman here. One cannot be too careful.\r\n\r\n\r\n- Potential Kermode']"
Midnight in Paris,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,tt1605783,"['Really nice movie, done with a great delicacy.\r\n\r\nWorth watching to get in love with Paris but it is also a great story of self knowledge and evolution.']"
Milk,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTM5NjUzMV5BMl5BanBnXkFtZTcwMzY1MTM5MQ@@._V1_SX300.jpg,tt1013753,[]
Minority Report,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMDgzNDk3ZDctYTUxMC00MDQzLWI1MTctMmQxYWE0MGUzYzIxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,tt0181689,"[""Spielberg does Tech-Noir!\r\n\r\nThe year is 2054 and the murder rate in Washington is zero, the reason? Three Pre-Cognitives whose combined abilities witness murders before they actually occur. Apparently faultless, it's then something of a surprise to Pre-Crime chief John Anderton (Tom Cruise) when the Pre-Cogs predict he is to murder a man named Leo Crow. Forced to go on the run, and haunted by a family tragedy, Anderton must evade the system he so perfectly executed himself. Can he find a flaw? Or is he actually about to commit a murder?\r\n\r\nEverybody Runs! That was the tag line that accompanied the explosive trailer for Steven Spielberg's, Tom Cruise starer, Minority Report. This marketing tool indicated that the great bearded one had adapted from the Phillip K Dick short story and created an action monster? He hadn't, he had in fact created something far far better than popcorn fodder.\r\n\r\nMinority Report was the next project for Spielberg following the equally dark and intriguing AI: Artificial Intelligence, both films serving to note that Spielberg was capable of thought provoking science fiction outside of the crowd pleasers that many critics love to decry. In fact, it's arguable that Spielberg may have hit his creative peak with Minority Report, for the messages and crawling dystopian bleakness on show paint a picture not so much as a future far away in our lives, but of one we live in now. Big thematic points of reference dot themselves throughout the piece. Such as the changing of eye balls, or that in these post 9/11 years we yearn, and always will, to be safer.\r\n\r\nHere in this bleached shadowy world, a world of metallic tones and visual stings (ace cinematographer Janusz Kaminski on duty), we are safe under Pre-Crime, yet still it's a world without soul, it has no heart, it's almost as if inhuman in itself, suggesting that the World's problems are not easily vanquished by technology - a total sacrifice of the World's inhabitant's souls. Spielberg of course is well served by the supreme professionals he has at his disposal, he has also managed to garner a great performance from Tom Cruise, something that critic and fan favourite directors have not managed to do previously. Believable grief, action work as strong as ever, it is however with his ability to imbue a tortured film noir protagonist where Cruise excels the most.\r\n\r\nAlongside Cruise and operating with great impact, are Samantha Morton as Pre-Cog Agatha, and Max Von Sydow, who adds that touch of experienced know how needed for his particularly important character. the odd casting choice appeared to be Colin Farrell as the meddling, almost vindictive Danny Witwer, but he plays well off of Cruise, this even if he veers dangerously close to comic book villainy at times (check out a holy smoke Batman scene). What action there is is first rate, from a jet back pack pursuit, to car jumping heroics, the sequences are crafted with Spielberg's deft eye for an action sequence. While the sick sticks (yes you read right) metal spiders and a brilliant Peter Stormare cameo should hopefully have you squirming and grinning in equal measure.\r\n\r\nWhich brings us to the finale, an ending that may not be a complete surprise (yet it still doesn't cop-out in context to Anderton's tragedy), but things are rounded off in true classic noir tradition, closing down a thinking man's tech-noir. Superb. 9/10"", 'Works more on the strength of Spielberg than of Cruise.\r\n\r\n_Final rating:★★★ - I personally recommend you give it a go._']"
Mirrors,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTA1ODEyOF5BMl5BanBnXkFtZTcwNjc3MjY3MQ@@._V1_SX300.jpg,tt0790686,"[""The mirrors. They're so clean.\r\n\r\nMirrors is the American remake of a little known Korean film called Into the Mirror. The plot has Kiefer Sutherland as a recovering alcoholic cop, who whilst on suspension is taken to working as a security guard at a large burnt out department store and starts to see terrifying images in the many mirrors about the place... \r\n\r\nYou would think that Mirrors was a flop. The critics hated it and the horror hordes were very much divided on it, the latter of which is to be fair the norm for any big horror movie release. Yet it didn't flop, it did very well at the box offices of the world and has a decent 6.2 average on IMDb, which for a divisive horror film is well above average.\r\n\r\nMirrors overstays its welcome, there really was no need for it to run to just under two hours in length. While elsewhere there's some pretty poor dialogue, parts of the screenplay are pointlessly soap opera in nature, while some thinking will make you scratch your head in bewilderment at events outside of the brilliantly monolithic department store.\r\n\r\nHowever, does Mirrors create a genuinely spooky atmosphere (the interiors of the store are creep fest nirvana), insert some shock moments to jolt you out your seat? Is it visually stylish, with sound work to match? And does Sutherland (and to a degree Paula Patton as his wife) overcome the trite parts of the script and give effective and committed performances? The answer to those questions is yes.\r\n\r\nDoes the ending cop out in any way? Insult the audience? No! It doesn't do that either.\r\n\r\nIt has flaws, but they are not insurmountable for the horror fan who's just looking for some good scares, atmospheric dread and some stylish touches from the director (Alexandre Aja). If you haven't seen it then give it a try, judge for yourself, you might be pleasantly surprised at what you find. 7.5/10""]"
Mission: Impossible II,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BN2RkYWVkZDQtNTMxMi00NWQ4LWE2ODctNmQzOWM2NjQzYzdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0120755,"['This is a decent enough mindless action movie with a lot of over the top action but it is not really a Mission Impossible movie. The movie starts of reasonably well being somewhat intelligent with a bit of Mission Impossible feel to it. It is actually almost a bit slow at times. However, for the second half of the movie it really degrades into a classical John Woo, over the top, action feast with all pretense of intelligence and any true Mission Impossible feel gone. John Woo is not the right person to make a Mission Impossible movie.\r\n\r\nAs with the first movie if it would not have been labelled Mission Impossible I would probably have given it a higher rating since it is a decent enough, mostly braindead though, Hollywood action movie. However, I have higher expectations from a movie labelled Mission Impossible.\r\n\r\nTom Cruise is quite okay as Ethan Hunt. Dougray Scott is okayish as the bad guy. Sometimes he projects the right big bad and mad bad-guy attitude but sometimes he is just silly and just as over the top as the action scenes. He is supposed to be a mastermind but he comes out as a thug a’ la a not so intelligent drug baron in many scenes.\r\n\r\nThe action scenes? Well, they are classical John Woo material. Fast paced with a lot of stunts and things that go boom. They are also, as expected, hugely over the top and unbelievable. They provide a enjoyable visual experience but, as I wrote above, they are not really what I would expect from a Mission Impossible movie.\r\n\r\nThe romance between Hunt and Nyah is the typical Hollywood, let’s throw in a sexy girl and some superficial attraction, which develops from get lost to I love you in the matter of a few hours of contact, between the lead character and the girl. Meh!\r\n\r\nI get the impression that the people that have created these movies so far have not really watched a single full season of Mission Impossible.', ""The first underwhelmed me, but this one straight-up bored me. Again, of course seeing Hunt climb a mountain without a harness is impressive sure. And I even quite liked the idea behind the villain of the piece (though even that angle was woefully underdeveloped).\r\n\r\nEven setting it in predominantly Australia was enough to grab my attention, and that's saying something cause I'm pretty biased when it comes to that. I hear tell that _Mission: Impossible II_ is the low point in the series, and that at least is encouraging, because if anything afterwards is much worse than this one, I don't know if I'll be able to make it through to Rogue Nation.\r\n\r\n_Final rating:★½: - Boring/disappointing. Avoid if possible._""]"
Mission: Impossible,7.1,https://ia.media-imdb.com/images/M/MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SX300.jpg,tt0117060,"['While the sequences that _Mission: Impossible_ is most famous for (the ceiling-descent and train-top) are truly thrilling, absolutely everything in between these scenes is obvious and uninspired. Rarely can a movie have you so completely engaged one minute, and then immediately back to checking the time the next.\r\n\r\nAn important film, pop-culturally speaking, but not a very good one.\r\n\r\n_Final rating:★★ - Had some things that appeal to me, but a poor finished product._']"
Mission to Mars,5.6,https://ia.media-imdb.com/images/M/MV5BMzhiNjVhZjUtMWYwMy00M2U5LWE5NWEtNGU4N2E5NTI3MzFlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0183523,"[""Some couples dance, others go to Mars.\r\n\r\nIt was the year of two Mars based movies, with the other being Red Planet, of Pitch Black and the chaotic history that produced the Supernova. Plenty of sci-fi around but sadly few decent offerings.\r\n\r\nMission to Mars is a film you can see had good ideas on the page, some brainy and emotion based narrative threads. Effects work is OK for the era, while there's a very impressive cast put together to tell the story. Yet the script stinks to high heaven, the surprises are as absent as Martians are, while the steals from previous sci-fi movies grate on the nerves. The odd sequence has quality about it (dancing in space, woo-hoo, storm attack, yay), while the finale - all be it still a steal - is well constructed and further proof that someone somewhere had the kernel of a good story idea, but it's laborious trite and devoid of the basic film principals - to entertain and engage.\r\n\r\nSo many things wrong here, so much so the names of all involved have been spared. Join this Mission to Mars at your own peril. 4/10""]"
Moneyball,7.6,https://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,tt1210166,"['A movie done to the size and skills of Brad Pitt. The story is interesting enough and is well driven and directed. Hill does a good job, mostly because nobody had seen him doing a serious role before.']"
Monkeybone,4.7,https://ia.media-imdb.com/images/M/MV5BZjZiODk2MDMtNjI2OS00MTEzLWFlY2UtMzNhODE5MzNlM2Y0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0166276,[]
Monte Carlo,5.8,https://ia.media-imdb.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg,tt1067774,[]
Moon,7.9,https://ia.media-imdb.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,tt1182345,[]
Moonrise Kingdom,7.8,https://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg,tt1748122,[]
Mud,6.4,https://ia.media-imdb.com/images/M/MV5BOGYzMzY0YWItZTRiNy00N2VkLWE4YmMtZTAzNWZjMDE5ODU2XkEyXkFqcGdeQXVyNTY1ODgwODc@._V1_SX300.jpg,tt3379694,[]
Mulan,7.6,https://ia.media-imdb.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0120762,[]
Mulholland Drive,8.0,https://images-na.ssl-images-amazon.com/images/M/MV5BNWM2MDZmMDgtYjViOS00YzBmLWE4YzctMDMyYTQ2YTc4MmVkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0166924,[]
Mumford,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzExMDU1Ml5BMl5BanBnXkFtZTcwMzg3MzkyMQ@@._V1_SX300.jpg,tt0140397,[]
